X;ano;cbo_2002;grau_instrucao_apos_2005;id_municipio;sigla_uf;mulher;raca_cor;tempo_emprego;valor_remuneracao_dezembro;idade;idade2;graduacao;mestrado;doutorado;sp;log_Sal;SEXO_UF;homem_branco_sp;homem_preto_sp;mulher_branca_sp;mulher_preta_sp;homem_branco_mg;homem_preto_mg;mulher_branca_mg;mulher_preta_mg;Tempo_emprego2;Grau_instrucao;mestrado completo;mestrado_completo;graduacao_completa;grau_instrucao;capital
1345;2019;251205;10;3550308;SP;0;0;536,9;18115,06;69;4761;0;1;0;1;9,80;0 0 1;1;0;0;0;0;0;0;0;288261,61;0 1 0;1;1;0;1;1
1347;2019;251205;9;3550308;SP;1;0;60,9;2565,77;23;529;1;0;0;1;7,85;1 0 1;0;0;1;0;0;0;0;0;3708,81;1 0 0;0;0;1;0;1
1348;2019;251205;9;3550308;SP;1;0;11,7;10377,78;38;1444;1;0;0;1;9,25;1 0 1;0;0;1;0;0;0;0;0;136,89;1 0 0;0;0;1;0;1
1349;2019;251205;9;3550308;SP;1;0;108,3;8518,27;40;1600;1;0;0;1;9,05;1 0 1;0;0;1;0;0;0;0;0;11728,89;1 0 0;0;0;1;0;1
1350;2019;251205;9;3550308;SP;1;0;159,3;8991,88;36;1296;1;0;0;1;9,10;1 0 1;0;0;1;0;0;0;0;0;25376,49;1 0 0;0;0;1;0;1
1351;2019;251205;9;3550308;SP;0;1;83,4;21666,22;58;3364;1;0;0;1;9,98;0 1 1;0;1;0;0;0;0;0;0;6955,56;1 0 0;0;0;1;0;1
1352;2019;251205;10;3550308;SP;0;0;7,9;11143,32;35;1225;0;1;0;1;9,32;0 0 1;1;0;0;0;0;0;0;0;62,41;0 1 0;1;1;0;1;1
1353;2019;251205;9;3550308;SP;0;0;136,8;10651,19;43;1849;1;0;0;1;9,27;0 0 1;1;0;0;0;0;0;0;0;18714,24;1 0 0;0;0;1;0;1
1354;2019;251205;9;3550308;SP;0;0;6,3;5529,15;26;676;1;0;0;1;8,62;0 0 1;1;0;0;0;0;0;0;0;39,69;1 0 0;0;0;1;0;1
1355;2019;251205;9;3550308;SP;1;1;24,8;4497,28;38;1444;1;0;0;1;8,41;1 1 1;0;0;0;1;0;0;0;0;615,04;1 0 0;0;0;1;0;1
1356;2019;251205;9;3550308;SP;1;0;355,3;44706,64;49;2401;1;0;0;1;10,71;1 0 1;0;0;1;0;0;0;0;0;126238,09;1 0 0;0;0;1;0;1
1357;2019;251205;9;3550308;SP;0;0;58,9;10073,85;43;1849;1;0;0;1;9,22;0 0 1;1;0;0;0;0;0;0;0;3469,21;1 0 0;0;0;1;0;1
1359;2019;251205;9;3550308;SP;1;0;98,6;3328,87;32;1024;1;0;0;1;8,11;1 0 1;0;0;1;0;0;0;0;0;9721,96;1 0 0;0;0;1;0;1
1360;2019;251205;9;3550308;SP;1;0;0,4;6000;25;625;1;0;0;1;8,70;1 0 1;0;0;1;0;0;0;0;0;0,16;1 0 0;0;0;1;0;1
1361;2019;251205;9;3550308;SP;0;0;6,8;6433,92;26;676;1;0;0;1;8,77;0 0 1;1;0;0;0;0;0;0;0;46,24;1 0 0;0;0;1;0;1
1362;2019;251205;9;3550308;SP;0;0;142,6;8548,73;43;1849;1;0;0;1;9,05;0 0 1;1;0;0;0;0;0;0;0;20334,76;1 0 0;0;0;1;0;1
1363;2019;251205;9;3550308;SP;0;0;111,3;11172,09;34;1156;1;0;0;1;9,32;0 0 1;1;0;0;0;0;0;0;0;12387,69;1 0 0;0;0;1;0;1
1364;2019;251205;9;3550308;SP;1;0;4,8;3744;25;625;1;0;0;1;8,23;1 0 1;0;0;1;0;0;0;0;0;23,04;1 0 0;0;0;1;0;1
1366;2019;251205;9;3550308;SP;1;0;22,5;13152,9;26;676;1;0;0;1;9,48;1 0 1;0;0;1;0;0;0;0;0;506,25;1 0 0;0;0;1;0;1
1367;2019;251205;9;3550308;SP;1;1;56,7;3328;24;576;1;0;0;1;8,11;1 1 1;0;0;0;1;0;0;0;0;3214,89;1 0 0;0;0;1;0;1
1369;2019;251205;9;3550308;SP;0;0;11,9;5000;25;625;1;0;0;1;8,52;0 0 1;1;0;0;0;0;0;0;0;141,61;1 0 0;0;0;1;0;1
1371;2019;251205;9;3550308;SP;0;0;21,6;5040,18;25;625;1;0;0;1;8,53;0 0 1;1;0;0;0;0;0;0;0;466,56;1 0 0;0;0;1;0;1
1372;2019;251205;9;3550308;SP;0;0;117,3;7390,33;38;1444;1;0;0;1;8,91;0 0 1;1;0;0;0;0;0;0;0;13759,29;1 0 0;0;0;1;0;1
1373;2019;251205;9;3550308;SP;0;0;18,8;6244,7;29;841;1;0;0;1;8,74;0 0 1;1;0;0;0;0;0;0;0;353,44;1 0 0;0;0;1;0;1
1374;2019;251205;9;3550308;SP;0;0;112,9;4468,49;37;1369;1;0;0;1;8,40;0 0 1;1;0;0;0;0;0;0;0;12746,41;1 0 0;0;0;1;0;1
1375;2019;251205;9;3550308;SP;0;0;16,8;10507;35;1225;1;0;0;1;9,26;0 0 1;1;0;0;0;0;0;0;0;282,24;1 0 0;0;0;1;0;1
1376;2019;251205;9;3550308;SP;0;0;4,1;5500;22;484;1;0;0;1;8,61;0 0 1;1;0;0;0;0;0;0;0;16,81;1 0 0;0;0;1;0;1
1377;2019;251205;9;3550308;SP;1;0;52,4;7022,85;29;841;1;0;0;1;8,86;1 0 1;0;0;1;0;0;0;0;0;2745,76;1 0 0;0;0;1;0;1
1379;2019;251205;9;3550308;SP;1;0;124,6;8071,44;37;1369;1;0;0;1;9,00;1 0 1;0;0;1;0;0;0;0;0;15525,16;1 0 0;0;0;1;0;1
1380;2019;251205;9;3550308;SP;1;0;25,5;7009,64;25;625;1;0;0;1;8,86;1 0 1;0;0;1;0;0;0;0;0;650,25;1 0 0;0;0;1;0;1
1381;2019;251205;9;3550308;SP;1;0;5,4;5040,17;28;784;1;0;0;1;8,53;1 0 1;0;0;1;0;0;0;0;0;29,16;1 0 0;0;0;1;0;1
1383;2019;251205;9;3550308;SP;0;0;14,8;1599,41;36;1296;1;0;0;1;7,38;0 0 1;1;0;0;0;0;0;0;0;219,04;1 0 0;0;0;1;0;1
1384;2019;251205;9;3550308;SP;0;0;147,3;5478,73;35;1225;1;0;0;1;8,61;0 0 1;1;0;0;0;0;0;0;0;21697,29;1 0 0;0;0;1;0;1
1385;2019;251205;9;3550308;SP;0;1;9,9;2500;22;484;1;0;0;1;7,82;0 1 1;0;1;0;0;0;0;0;0;98,01;1 0 0;0;0;1;0;1
1386;2019;251205;9;3550308;SP;0;0;22,7;8747,54;24;576;1;0;0;1;9,08;0 0 1;1;0;0;0;0;0;0;0;515,29;1 0 0;0;0;1;0;1
1387;2019;251205;9;3550308;SP;0;0;121,7;9957,77;43;1849;1;0;0;1;9,21;0 0 1;1;0;0;0;0;0;0;0;14810,89;1 0 0;0;0;1;0;1
1388;2019;251205;9;3550308;SP;0;0;31,9;12841,92;30;900;1;0;0;1;9,46;0 0 1;1;0;0;0;0;0;0;0;1017,61;1 0 0;0;0;1;0;1
1390;2019;251205;9;3550308;SP;0;0;188,2;7877,58;60;3600;1;0;0;1;8,97;0 0 1;1;0;0;0;0;0;0;0;35419,24;1 0 0;0;0;1;0;1
1391;2019;251205;9;3550308;SP;1;1;35,7;7399,98;43;1849;1;0;0;1;8,91;1 1 1;0;0;0;1;0;0;0;0;1274,49;1 0 0;0;0;1;0;1
1392;2019;251205;9;3550308;SP;1;0;33,9;4444,45;42;1764;1;0;0;1;8,40;1 0 1;0;0;1;0;0;0;0;0;1149,21;1 0 0;0;0;1;0;1
1393;2019;251205;9;3550308;SP;1;0;60,6;4646,73;32;1024;1;0;0;1;8,44;1 0 1;0;0;1;0;0;0;0;0;3672,36;1 0 0;0;0;1;0;1
1394;2019;251205;9;3550308;SP;0;0;5,9;5044,65;23;529;1;0;0;1;8,53;0 0 1;1;0;0;0;0;0;0;0;34,81;1 0 0;0;0;1;0;1
1396;2019;251205;9;3550308;SP;1;0;4,3;5044,65;22;484;1;0;0;1;8,53;1 0 1;0;0;1;0;0;0;0;0;18,49;1 0 0;0;0;1;0;1
1398;2019;251205;9;3550308;SP;0;1;39,6;5369,56;29;841;1;0;0;1;8,59;0 1 1;0;1;0;0;0;0;0;0;1568,16;1 0 0;0;0;1;0;1
1399;2019;251205;9;3550308;SP;0;0;26,4;3155,71;22;484;1;0;0;1;8,06;0 0 1;1;0;0;0;0;0;0;0;696,96;1 0 0;0;0;1;0;1
1400;2019;251205;9;3550308;SP;0;0;136,1;9880,77;33;1089;1;0;0;1;9,20;0 0 1;1;0;0;0;0;0;0;0;18523,21;1 0 0;0;0;1;0;1
1401;2019;251205;9;3550308;SP;1;0;19,7;9504;43;1849;1;0;0;1;9,16;1 0 1;0;0;1;0;0;0;0;0;388,09;1 0 0;0;0;1;0;1
1402;2019;251205;9;3550308;SP;1;0;96,2;5975,21;35;1225;1;0;0;1;8,70;1 0 1;0;0;1;0;0;0;0;0;9254,44;1 0 0;0;0;1;0;1
1403;2019;251205;9;3550308;SP;1;0;118,9;10056,11;36;1296;1;0;0;1;9,22;1 0 1;0;0;1;0;0;0;0;0;14137,21;1 0 0;0;0;1;0;1
1404;2019;251205;9;3550308;SP;1;0;103,2;16264,34;46;2116;1;0;0;1;9,70;1 0 1;0;0;1;0;0;0;0;0;10650,24;1 0 0;0;0;1;0;1
1405;2019;251205;9;3550308;SP;1;0;106,9;5576,38;32;1024;1;0;0;1;8,63;1 0 1;0;0;1;0;0;0;0;0;11427,61;1 0 0;0;0;1;0;1
1406;2019;251205;9;3550308;SP;0;1;37,4;6251,6;42;1764;1;0;0;1;8,74;0 1 1;0;1;0;0;0;0;0;0;1398,76;1 0 0;0;0;1;0;1
1407;2019;251205;9;3550308;SP;0;0;14,8;6756,97;38;1444;1;0;0;1;8,82;0 0 1;1;0;0;0;0;0;0;0;219,04;1 0 0;0;0;1;0;1
1408;2019;251205;9;3550308;SP;0;0;118,7;96351,36;32;1024;1;0;0;1;11,48;0 0 1;1;0;0;0;0;0;0;0;14089,69;1 0 0;0;0;1;0;1
1409;2019;251205;9;3550308;SP;0;0;77,6;5369,56;32;1024;1;0;0;1;8,59;0 0 1;1;0;0;0;0;0;0;0;6021,76;1 0 0;0;0;1;0;1
1410;2019;251205;9;3550308;SP;1;0;3,7;3500;33;1089;1;0;0;1;8,16;1 0 1;0;0;1;0;0;0;0;0;13,69;1 0 0;0;0;1;0;1
1411;2019;251205;9;3550308;SP;1;0;1,1;4000;40;1600;1;0;0;1;8,29;1 0 1;0;0;1;0;0;0;0;0;1,21;1 0 0;0;0;1;0;1
1412;2019;251205;9;3550308;SP;1;0;85,9;3044,1;29;841;1;0;0;1;8,02;1 0 1;0;0;1;0;0;0;0;0;7378,81;1 0 0;0;0;1;0;1
1414;2019;251205;9;3550308;SP;1;0;59,8;6982,62;41;1681;1;0;0;1;8,85;1 0 1;0;0;1;0;0;0;0;0;3576,04;1 0 0;0;0;1;0;1
1415;2019;251205;9;3550308;SP;0;0;154,9;6661,47;35;1225;1;0;0;1;8,80;0 0 1;1;0;0;0;0;0;0;0;23994,01;1 0 0;0;0;1;0;1
1417;2019;251205;9;3550308;SP;1;0;338,4;9652,35;46;2116;1;0;0;1;9,17;1 0 1;0;0;1;0;0;0;0;0;114514,56;1 0 0;0;0;1;0;1
1418;2019;251205;10;3550308;SP;1;0;30,8;25073,96;34;1156;0;1;0;1;10,13;1 0 1;0;0;1;0;0;0;0;0;948,64;0 1 0;1;1;0;1;1
1422;2019;251205;9;3550308;SP;1;0;448,5;8861,92;61;3721;1;0;0;1;9,09;1 0 1;0;0;1;0;0;0;0;0;201152,25;1 0 0;0;0;1;0;1
1423;2019;251205;9;3550308;SP;1;0;21,8;9052,6;23;529;1;0;0;1;9,11;1 0 1;0;0;1;0;0;0;0;0;475,24;1 0 0;0;0;1;0;1
1424;2019;251205;9;3550308;SP;1;0;23,2;3476,11;34;1156;1;0;0;1;8,15;1 0 1;0;0;1;0;0;0;0;0;538,24;1 0 0;0;0;1;0;1
1426;2019;251205;9;3550308;SP;0;0;392;6000;93;8649;1;0;0;1;8,70;0 0 1;1;0;0;0;0;0;0;0;153664;1 0 0;0;0;1;0;1
1427;2019;251205;9;3550308;SP;0;0;178,9;43835,93;41;1681;1;0;0;1;10,69;0 0 1;1;0;0;0;0;0;0;0;32005,21;1 0 0;0;0;1;0;1
1428;2019;251205;9;3550308;SP;1;0;23,9;10172,8;25;625;1;0;0;1;9,23;1 0 1;0;0;1;0;0;0;0;0;571,21;1 0 0;0;0;1;0;1
1429;2019;251205;9;3550308;SP;1;0;121,4;4789;33;1089;1;0;0;1;8,47;1 0 1;0;0;1;0;0;0;0;0;14737,96;1 0 0;0;0;1;0;1
1430;2019;251205;9;3550308;SP;1;0;5,4;6886,09;31;961;1;0;0;1;8,84;1 0 1;0;0;1;0;0;0;0;0;29,16;1 0 0;0;0;1;0;1
1431;2019;251205;9;3550308;SP;1;0;243,3;12488,69;41;1681;1;0;0;1;9,43;1 0 1;0;0;1;0;0;0;0;0;59194,89;1 0 0;0;0;1;0;1
1432;2019;251205;10;3550308;SP;1;0;160;16628,11;38;1444;0;1;0;1;9,72;1 0 1;0;0;1;0;0;0;0;0;25600;0 1 0;1;1;0;1;1
1434;2019;251205;9;3550308;SP;1;0;208,5;9046,6;53;2809;1;0;0;1;9,11;1 0 1;0;0;1;0;0;0;0;0;43472,25;1 0 0;0;0;1;0;1
1437;2019;251205;9;3550308;SP;1;0;52,9;11661,59;48;2304;1;0;0;1;9,36;1 0 1;0;0;1;0;0;0;0;0;2798,41;1 0 0;0;0;1;0;1
1438;2019;251205;9;3550308;SP;0;0;17,9;4500;24;576;1;0;0;1;8,41;0 0 1;1;0;0;0;0;0;0;0;320,41;1 0 0;0;0;1;0;1
1439;2019;251205;9;3550308;SP;0;0;3,7;8487,22;26;676;1;0;0;1;9,05;0 0 1;1;0;0;0;0;0;0;0;13,69;1 0 0;0;0;1;0;1
1440;2019;251205;9;3550308;SP;0;0;265,9;13535;50;2500;1;0;0;1;9,51;0 0 1;1;0;0;0;0;0;0;0;70702,81;1 0 0;0;0;1;0;1
1441;2019;251205;9;3550308;SP;0;1;14,8;5040,17;26;676;1;0;0;1;8,53;0 1 1;0;1;0;0;0;0;0;0;219,04;1 0 0;0;0;1;0;1
1442;2019;251205;9;3550308;SP;1;1;33,9;4296;35;1225;1;0;0;1;8,37;1 1 1;0;0;0;1;0;0;0;0;1149,21;1 0 0;0;0;1;0;1
1443;2019;251205;9;3550308;SP;1;0;5,4;5040,21;26;676;1;0;0;1;8,53;1 0 1;0;0;1;0;0;0;0;0;29,16;1 0 0;0;0;1;0;1
1444;2019;251205;9;3550308;SP;1;1;32,6;4229,73;33;1089;1;0;0;1;8,35;1 1 1;0;0;0;1;0;0;0;0;1062,76;1 0 0;0;0;1;0;1
1445;2019;251205;9;3550308;SP;1;0;53,7;5147,3;29;841;1;0;0;1;8,55;1 0 1;0;0;1;0;0;0;0;0;2883,69;1 0 0;0;0;1;0;1
1446;2019;251205;9;3550308;SP;0;0;1,9;4811;27;729;1;0;0;1;8,48;0 0 1;1;0;0;0;0;0;0;0;3,61;1 0 0;0;0;1;0;1
1447;2019;251205;9;3550308;SP;0;1;7,5;4100;36;1296;1;0;0;1;8,32;0 1 1;0;1;0;0;0;0;0;0;56,25;1 0 0;0;0;1;0;1
1448;2019;251205;9;3550308;SP;0;0;19,9;11731,72;32;1024;1;0;0;1;9,37;0 0 1;1;0;0;0;0;0;0;0;396,01;1 0 0;0;0;1;0;1
1449;2019;251205;9;3550308;SP;1;0;19,6;24264,68;29;841;1;0;0;1;10,10;1 0 1;0;0;1;0;0;0;0;0;384,16;1 0 0;0;0;1;0;1
1450;2019;251205;9;3550308;SP;1;0;20,9;5040,21;23;529;1;0;0;1;8,53;1 0 1;0;0;1;0;0;0;0;0;436,81;1 0 0;0;0;1;0;1
1451;2019;251205;9;3550308;SP;1;0;67,5;25322,62;42;1764;1;0;0;1;10,14;1 0 1;0;0;1;0;0;0;0;0;4556,25;1 0 0;0;0;1;0;1
1452;2019;251205;9;3550308;SP;1;0;16,9;28369;57;3249;1;0;0;1;10,25;1 0 1;0;0;1;0;0;0;0;0;285,61;1 0 0;0;0;1;0;1
1453;2019;251205;9;3550308;SP;0;0;50,9;14540,58;38;1444;1;0;0;1;9,58;0 0 1;1;0;0;0;0;0;0;0;2590,81;1 0 0;0;0;1;0;1
1454;2019;251205;9;3550308;SP;0;1;137,5;9411,73;32;1024;1;0;0;1;9,15;0 1 1;0;1;0;0;0;0;0;0;18906,25;1 0 0;0;0;1;0;1
1457;2019;251205;9;3550308;SP;1;0;116,2;5136,88;38;1444;1;0;0;1;8,54;1 0 1;0;0;1;0;0;0;0;0;13502,44;1 0 0;0;0;1;0;1
1458;2019;251205;9;3550308;SP;1;0;77,6;3489,57;45;2025;1;0;0;1;8,16;1 0 1;0;0;1;0;0;0;0;0;6021,76;1 0 0;0;0;1;0;1
1459;2019;251205;9;3550308;SP;1;0;10,5;5500;22;484;1;0;0;1;8,61;1 0 1;0;0;1;0;0;0;0;0;110,25;1 0 0;0;0;1;0;1
1460;2019;251205;10;3550308;SP;1;0;10,8;8137,69;29;841;0;1;0;1;9,00;1 0 1;0;0;1;0;0;0;0;0;116,64;0 1 0;1;1;0;1;1
1462;2019;251205;9;3550308;SP;0;1;8,6;1860;20;400;1;0;0;1;7,53;0 1 1;0;1;0;0;0;0;0;0;73,96;1 0 0;0;0;1;0;1
1463;2019;251205;9;3550308;SP;0;0;27,8;15738;31;961;1;0;0;1;9,66;0 0 1;1;0;0;0;0;0;0;0;772,84;1 0 0;0;0;1;0;1
1464;2019;251205;9;3550308;SP;0;1;91,7;10655,05;32;1024;1;0;0;1;9,27;0 1 1;0;1;0;0;0;0;0;0;8408,89;1 0 0;0;0;1;0;1
1466;2019;251205;9;3550308;SP;1;1;2,7;5500;32;1024;1;0;0;1;8,61;1 1 1;0;0;0;1;0;0;0;0;7,29;1 0 0;0;0;1;0;1
1468;2019;251205;9;3550308;SP;1;0;61,9;5757,27;40;1600;1;0;0;1;8,66;1 0 1;0;0;1;0;0;0;0;0;3831,61;1 0 0;0;0;1;0;1
1469;2019;251205;9;3550308;SP;1;0;31,9;10503,5;29;841;1;0;0;1;9,26;1 0 1;0;0;1;0;0;0;0;0;1017,61;1 0 0;0;0;1;0;1
1470;2019;251205;9;3550308;SP;0;0;300,9;6040,46;40;1600;1;0;0;1;8,71;0 0 1;1;0;0;0;0;0;0;0;90540,81;1 0 0;0;0;1;0;1
1471;2019;251205;9;3550308;SP;0;0;40,4;2946,93;32;1024;1;0;0;1;7,99;0 0 1;1;0;0;0;0;0;0;0;1632,16;1 0 0;0;0;1;0;1
1472;2019;251205;9;3550308;SP;0;0;27,1;14600;30;900;1;0;0;1;9,59;0 0 1;1;0;0;0;0;0;0;0;734,41;1 0 0;0;0;1;0;1
1473;2019;251205;10;3550308;SP;0;0;14,9;9564,13;29;841;0;1;0;1;9,17;0 0 1;1;0;0;0;0;0;0;0;222,01;0 1 0;1;1;0;1;1
1474;2019;251205;9;3550308;SP;1;0;8,8;2419,27;26;676;1;0;0;1;7,79;1 0 1;0;0;1;0;0;0;0;0;77,44;1 0 0;0;0;1;0;1
1475;2019;251205;9;3550308;SP;1;0;73,9;10253,43;33;1089;1;0;0;1;9,24;1 0 1;0;0;1;0;0;0;0;0;5461,21;1 0 0;0;0;1;0;1
1477;2019;251205;9;3550308;SP;0;0;92,9;2751,41;34;1156;1;0;0;1;7,92;0 0 1;1;0;0;0;0;0;0;0;8630,41;1 0 0;0;0;1;0;1
1478;2019;251205;9;3550308;SP;0;1;52,9;5630,03;30;900;1;0;0;1;8,64;0 1 1;0;1;0;0;0;0;0;0;2798,41;1 0 0;0;0;1;0;1
1479;2019;251205;9;3550308;SP;0;0;51,5;6147,5;30;900;1;0;0;1;8,72;0 0 1;1;0;0;0;0;0;0;0;2652,25;1 0 0;0;0;1;0;1
1480;2019;251205;9;3550308;SP;0;0;166,5;10206,76;41;1681;1;0;0;1;9,23;0 0 1;1;0;0;0;0;0;0;0;27722,25;1 0 0;0;0;1;0;1
1482;2019;251205;9;3550308;SP;1;1;7,9;1357,7;22;484;1;0;0;1;7,21;1 1 1;0;0;0;1;0;0;0;0;62,41;1 0 0;0;0;1;0;1
1483;2019;251205;10;3550308;SP;1;0;101,8;10618,2;30;900;0;1;0;1;9,27;1 0 1;0;0;1;0;0;0;0;0;10363,24;0 1 0;1;1;0;1;1
1484;2019;251205;9;3550308;SP;1;0;79,8;6519,58;40;1600;1;0;0;1;8,78;1 0 1;0;0;1;0;0;0;0;0;6368,04;1 0 0;0;0;1;0;1
1485;2019;251205;9;3550308;SP;0;0;1,5;5986;32;1024;1;0;0;1;8,70;0 0 1;1;0;0;0;0;0;0;0;2,25;1 0 0;0;0;1;0;1
1486;2019;251205;9;3550308;SP;0;0;49,8;7173,27;30;900;1;0;0;1;8,88;0 0 1;1;0;0;0;0;0;0;0;2480,04;1 0 0;0;0;1;0;1
1487;2019;251205;9;3550308;SP;0;0;8,4;6441,45;28;784;1;0;0;1;8,77;0 0 1;1;0;0;0;0;0;0;0;70,56;1 0 0;0;0;1;0;1
1488;2019;251205;9;3550308;SP;0;0;65,9;31636,06;36;1296;1;0;0;1;10,36;0 0 1;1;0;0;0;0;0;0;0;4342,81;1 0 0;0;0;1;0;1
1489;2019;251205;9;3550308;SP;0;0;113,3;98106,13;51;2601;1;0;0;1;11,49;0 0 1;1;0;0;0;0;0;0;0;12836,89;1 0 0;0;0;1;0;1
1490;2019;251205;9;3550308;SP;1;0;105,9;9000;31;961;1;0;0;1;9,10;1 0 1;0;0;1;0;0;0;0;0;11214,81;1 0 0;0;0;1;0;1
1492;2019;251205;9;3550308;SP;1;0;223,5;9303,52;41;1681;1;0;0;1;9,14;1 0 1;0;0;1;0;0;0;0;0;49952,25;1 0 0;0;0;1;0;1
1493;2019;251205;9;3550308;SP;0;0;18,8;9097,75;38;1444;1;0;0;1;9,12;0 0 1;1;0;0;0;0;0;0;0;353,44;1 0 0;0;0;1;0;1
1495;2019;251205;9;3550308;SP;0;1;4,9;2344,2;20;400;1;0;0;1;7,76;0 1 1;0;1;0;0;0;0;0;0;24,01;1 0 0;0;0;1;0;1
1496;2019;251205;9;3550308;SP;0;1;59,3;6497,19;40;1600;1;0;0;1;8,78;0 1 1;0;1;0;0;0;0;0;0;3516,49;1 0 0;0;0;1;0;1
1498;2019;251205;9;3550308;SP;1;0;28,9;8180,95;34;1156;1;0;0;1;9,01;1 0 1;0;0;1;0;0;0;0;0;835,21;1 0 0;0;0;1;0;1
1501;2019;251205;9;3550308;SP;1;0;20,9;3211,21;36;1296;1;0;0;1;8,07;1 0 1;0;0;1;0;0;0;0;0;436,81;1 0 0;0;0;1;0;1
1502;2019;251205;9;3550308;SP;0;0;6,8;8042,4;38;1444;1;0;0;1;8,99;0 0 1;1;0;0;0;0;0;0;0;46,24;1 0 0;0;0;1;0;1
1503;2019;251205;9;3550308;SP;0;0;37,3;4343,86;26;676;1;0;0;1;8,38;0 0 1;1;0;0;0;0;0;0;0;1391,29;1 0 0;0;0;1;0;1
1504;2019;251205;10;3550308;SP;0;0;246,7;8892,4;51;2601;0;1;0;1;9,09;0 0 1;1;0;0;0;0;0;0;0;60860,89;0 1 0;1;1;0;1;1
1505;2019;251205;9;3550308;SP;1;0;6,6;8500;35;1225;1;0;0;1;9,05;1 0 1;0;0;1;0;0;0;0;0;43,56;1 0 0;0;0;1;0;1
1506;2019;251205;9;3550308;SP;0;0;66,9;9412,42;31;961;1;0;0;1;9,15;0 0 1;1;0;0;0;0;0;0;0;4475,61;1 0 0;0;0;1;0;1
1507;2019;251205;9;3550308;SP;0;0;20,4;4869,69;32;1024;1;0;0;1;8,49;0 0 1;1;0;0;0;0;0;0;0;416,16;1 0 0;0;0;1;0;1
1508;2019;251205;9;3550308;SP;0;0;0,9;14482,75;41;1681;1;0;0;1;9,58;0 0 1;1;0;0;0;0;0;0;0;0,81;1 0 0;0;0;1;0;1
1509;2019;251205;9;3550308;SP;0;0;5,5;5040,17;32;1024;1;0;0;1;8,53;0 0 1;1;0;0;0;0;0;0;0;30,25;1 0 0;0;0;1;0;1
1510;2019;251205;9;3550308;SP;0;0;210,9;7785,65;42;1764;1;0;0;1;8,96;0 0 1;1;0;0;0;0;0;0;0;44478,81;1 0 0;0;0;1;0;1
1512;2019;251205;9;3550308;SP;1;1;62,8;3192,4;28;784;1;0;0;1;8,07;1 1 1;0;0;0;1;0;0;0;0;3943,84;1 0 0;0;0;1;0;1
1513;2019;251205;9;3550308;SP;1;0;105,9;27662;48;2304;1;0;0;1;10,23;1 0 1;0;0;1;0;0;0;0;0;11214,81;1 0 0;0;0;1;0;1
1514;2019;251205;9;3550308;SP;1;1;61,9;3660,9;36;1296;1;0;0;1;8,21;1 1 1;0;0;0;1;0;0;0;0;3831,61;1 0 0;0;0;1;0;1
1515;2019;251205;9;3550308;SP;0;0;35,4;10348,93;26;676;1;0;0;1;9,24;0 0 1;1;0;0;0;0;0;0;0;1253,16;1 0 0;0;0;1;0;1
1516;2019;251205;9;3550308;SP;0;0;120,9;10800,87;38;1444;1;0;0;1;9,29;0 0 1;1;0;0;0;0;0;0;0;14616,81;1 0 0;0;0;1;0;1
1517;2019;251205;9;3550308;SP;0;0;32,9;7243,86;43;1849;1;0;0;1;8,89;0 0 1;1;0;0;0;0;0;0;0;1082,41;1 0 0;0;0;1;0;1
1518;2019;251205;9;3550308;SP;1;0;95,7;3445,28;37;1369;1;0;0;1;8,14;1 0 1;0;0;1;0;0;0;0;0;9158,49;1 0 0;0;0;1;0;1
1519;2019;251205;9;3550308;SP;1;1;27,8;6300,28;27;729;1;0;0;1;8,75;1 1 1;0;0;0;1;0;0;0;0;772,84;1 0 0;0;0;1;0;1
1520;2019;251205;9;3550308;SP;0;0;14,2;2902,27;38;1444;1;0;0;1;7,97;0 0 1;1;0;0;0;0;0;0;0;201,64;1 0 0;0;0;1;0;1
1521;2019;251205;9;3550308;SP;0;0;101,9;8329,15;40;1600;1;0;0;1;9,03;0 0 1;1;0;0;0;0;0;0;0;10383,61;1 0 0;0;0;1;0;1
1523;2019;251205;9;3550308;SP;0;0;77,9;46999,01;40;1600;1;0;0;1;10,76;0 0 1;1;0;0;0;0;0;0;0;6068,41;1 0 0;0;0;1;0;1
1524;2019;251205;9;3550308;SP;1;0;2;4800;25;625;1;0;0;1;8,48;1 0 1;0;0;1;0;0;0;0;0;4;1 0 0;0;0;1;0;1
1526;2019;251205;9;3550308;SP;0;0;6,6;6433,92;25;625;1;0;0;1;8,77;0 0 1;1;0;0;0;0;0;0;0;43,56;1 0 0;0;0;1;0;1
1528;2019;251205;9;3550308;SP;0;0;100,9;6124,08;30;900;1;0;0;1;8,72;0 0 1;1;0;0;0;0;0;0;0;10180,81;1 0 0;0;0;1;0;1
1529;2019;251205;9;3550308;SP;1;0;12,9;7628,19;26;676;1;0;0;1;8,94;1 0 1;0;0;1;0;0;0;0;0;166,41;1 0 0;0;0;1;0;1
1530;2019;251205;9;3550308;SP;1;0;52,4;11777,77;30;900;1;0;0;1;9,37;1 0 1;0;0;1;0;0;0;0;0;2745,76;1 0 0;0;0;1;0;1
1531;2019;251205;9;3550308;SP;0;0;86,7;10605,5;35;1225;1;0;0;1;9,27;0 0 1;1;0;0;0;0;0;0;0;7516,89;1 0 0;0;0;1;0;1
1532;2019;251205;9;3550308;SP;0;1;4,1;1401;21;441;1;0;0;1;7,24;0 1 1;0;1;0;0;0;0;0;0;16,81;1 0 0;0;0;1;0;1
